parent_sked,parent_sked_part,in_a_group,db_table,ordering,db_name,xpath,irs_type,db_type,line_number,description,versions
IRS990ScheduleB,skedb_part_0,False,skedb_part_0,4,Orgnztn501c3ExmptPFInd,/IRS990ScheduleB/Organization501c3ExemptPFInd,CheckboxType,String(length=1),, Organization 501(c)(3) exempt PF,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_0,False,skedb_part_0,5,Orgnztn49471TrtdPFInd,/IRS990ScheduleB/Organization4947a1TrtdPFInd,CheckboxType,String(length=1),, Organization 4947(a)(1) treated as PF,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_0,False,skedb_part_0,6,Orgnztn501c3TxblPFInd,/IRS990ScheduleB/Organization501c3TaxablePFInd,CheckboxType,String(length=1),, Indicates a 501(c)(3) taxable private foundation,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_0,False,skedb_part_0,7,GnrlRlInd,/IRS990ScheduleB/GeneralRuleInd,CheckboxType,String(length=1),," For organizations filing Form 990, or 990-EZ that received, during the year, $5000 or more (in money or property) from any one contributor",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_0,False,skedb_part_0,8,SpclRlMtOn3rdSprtTstInd,/IRS990ScheduleB/SpclRuleMetOne3rdSuprtTestInd,CheckboxType,String(length=1),," For a section 501(c)(3) organization filing Form 990, or Form 990-EZ, that met the 33 1/3 % support test of the regulations under sections 509(a)(1)/170(b)(1)(A)(vi) and received from any one contributor, during the year, a contribution of the greater of $5,000 or 2% of the amount on line 1 of these forms",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_0,False,skedb_part_0,9,TtCntrRcvdMr1000Ind,/IRS990ScheduleB/TotContriRcvdMore1000Ind,CheckboxType,String(length=1),," For a section 501(c)(7), (8), or (10) organization filing Form 990, or Form 990-EZ, that received from any one contributor, during the year, aggregate contributions or bequests of more than $1,000 for use exclusively for religious, charitable, scientific, literary, or educational purposes, or the prevention of cruelty to children or animals",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_0,False,skedb_part_0,10,TtCntrRcvdUpT1000Ind,/IRS990ScheduleB/TotContriRcvdUpTo1000Ind,,Text,," For a section 501(c)(7), (8), or (10) organization filing Form 990, or Form 990-EZ, that received from any one contributor, during the year, some contributions for use exclusively for religious, charitable, etc., purposes, but these contributions did not aggregate to more than $1,000",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,11,CntrbtrInfrmtn_CntrbtrNm,/IRS990ScheduleB/ContributorInformationGrp/ContributorNum,IntegerNNType,BigInteger, Part I; Part I Column (a), Contributor information; Cotributor number,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,12,CntrbtrInfrmtn_TtlCntrbtnsAmt,/IRS990ScheduleB/ContributorInformationGrp/TotalContributionsAmt,USAmountNNType,BigInteger, Part I; Part I Column (c), Contributor information; Aggregate contributions,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,13,CntrbtrInfrmtn_PrsnCntrbtnInd,/IRS990ScheduleB/ContributorInformationGrp/PersonContributionInd,CheckboxType,String(length=1), Part I; Part I Column (d), Contributor information; Type of contribution - Person,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,14,CntrbtrInfrmtn_PyrllCntrbtnInd,/IRS990ScheduleB/ContributorInformationGrp/PayrollContributionInd,CheckboxType,String(length=1), Part I; Part I Column (d), Contributor information; Type of contribution - Payroll,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,15,CntrbtrInfrmtn_NncshCntrbtnInd,/IRS990ScheduleB/ContributorInformationGrp/NoncashContributionInd,CheckboxType,String(length=1), Part I; Part I Column (d), Contributor information; Type of contribution - Noncash,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,16,CntrbtrBsnssNm_BsnssNmLn1Txt,/IRS990ScheduleB/ContributorInformationGrp/ContributorBusinessName/BusinessNameLine1,BusinessNameLine1Type,String(length=75), Part I; Part I Column (b), Contributor information; Contributor name - Business; Business name line 1,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,17,CntrbtrBsnssNm_BsnssNmLn1Txt,/IRS990ScheduleB/ContributorInformationGrp/ContributorBusinessName/BusinessNameLine1Txt,BusinessNameLine1Type,String(length=75), Part I; Part I Column (b), Contributor information; Contributor name - Business; Business name line 1,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,18,CntrbtrBsnssNm_BsnssNmLn2Txt,/IRS990ScheduleB/ContributorInformationGrp/ContributorBusinessName/BusinessNameLine2,BusinessNameLine2Type,String(length=75), Part I; Part I Column (b), Contributor information; Contributor name - Business; Business name line 2,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,19,CntrbtrBsnssNm_BsnssNmLn2Txt,/IRS990ScheduleB/ContributorInformationGrp/ContributorBusinessName/BusinessNameLine2Txt,BusinessNameLine2Type,String(length=75), Part I; Part I Column (b), Contributor information; Contributor name - Business; Business name line 2,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,20,CntrbtrInfrmtn_CntrbtrPrsnNm,/IRS990ScheduleB/ContributorInformationGrp/ContributorPersonNm,PersonNameType,String(length=35), Part I; Part I Column (b), Contributor information; Contributor name - Individual,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,21,CntrbtrInfrmtn_Pd527j1Ind,/IRS990ScheduleB/ContributorInformationGrp/Paid527j1Ind,CheckboxType,String(length=1), Part I; Part I Column (b), Contributor information; Pd. 527(j)(1),2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,22,CntrbtrUSAddrss_AddrssLn1Txt,/IRS990ScheduleB/ContributorInformationGrp/ContributorUSAddress/AddressLine1,StreetAddressType,String(length=35), Part I; Part I Column (b), Contributor information; Contributor address - US; Address line 1,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,23,CntrbtrUSAddrss_AddrssLn1Txt,/IRS990ScheduleB/ContributorInformationGrp/ContributorUSAddress/AddressLine1Txt,StreetAddressType,String(length=35), Part I; Part I Column (b), Contributor information; Contributor address - US; Address line 1,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,24,CntrbtrUSAddrss_AddrssLn2Txt,/IRS990ScheduleB/ContributorInformationGrp/ContributorUSAddress/AddressLine2,StreetAddressType,String(length=35), Part I; Part I Column (b), Contributor information; Contributor address - US; Address line 2,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,25,CntrbtrUSAddrss_AddrssLn2Txt,/IRS990ScheduleB/ContributorInformationGrp/ContributorUSAddress/AddressLine2Txt,StreetAddressType,String(length=35), Part I; Part I Column (b), Contributor information; Contributor address - US; Address line 2,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,26,CntrbtrUSAddrss_CtyNm,/IRS990ScheduleB/ContributorInformationGrp/ContributorUSAddress/City,CityType,String(length=22), Part I; Part I Column (b), Contributor information; Contributor address - US; City,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,27,CntrbtrUSAddrss_CtyNm,/IRS990ScheduleB/ContributorInformationGrp/ContributorUSAddress/CityNm,CityType,String(length=22), Part I; Part I Column (b), Contributor information; Contributor address - US; City,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,28,CntrbtrUSAddrss_SttAbbrvtnCd,/IRS990ScheduleB/ContributorInformationGrp/ContributorUSAddress/State,StateType,String(length=2), Part I; Part I Column (b), Contributor information; Contributor address - US; State,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,29,CntrbtrUSAddrss_SttAbbrvtnCd,/IRS990ScheduleB/ContributorInformationGrp/ContributorUSAddress/StateAbbreviationCd,StateType,String(length=2), Part I; Part I Column (b), Contributor information; Contributor address - US; State,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,30,CntrbtrUSAddrss_ZIPCd,/IRS990ScheduleB/ContributorInformationGrp/ContributorUSAddress/ZIPCd,ZIPCodeType,String(length=15), Part I; Part I Column (b), Contributor information; Contributor address - US; ZIP code,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,31,CntrbtrUSAddrss_ZIPCd,/IRS990ScheduleB/ContributorInformationGrp/ContributorUSAddress/ZIPCode,ZIPCodeType,String(length=15), Part I; Part I Column (b), Contributor information; Contributor address - US; ZIP code,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,32,CntrbtrFrgnAddrss_AddrssLn1Txt,/IRS990ScheduleB/ContributorInformationGrp/ContributorForeignAddress/AddressLine1,StreetAddressType,String(length=35), Part I; Part I Column (b), Contributor information; Contributor address - Foreign; Address line 1,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,33,CntrbtrFrgnAddrss_AddrssLn1Txt,/IRS990ScheduleB/ContributorInformationGrp/ContributorForeignAddress/AddressLine1Txt,StreetAddressType,String(length=35), Part I; Part I Column (b), Contributor information; Contributor address - Foreign; Address line 1,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,34,CntrbtrFrgnAddrss_AddrssLn2Txt,/IRS990ScheduleB/ContributorInformationGrp/ContributorForeignAddress/AddressLine2,StreetAddressType,String(length=35), Part I; Part I Column (b), Contributor information; Contributor address - Foreign; Address line 2,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,35,CntrbtrFrgnAddrss_AddrssLn2Txt,/IRS990ScheduleB/ContributorInformationGrp/ContributorForeignAddress/AddressLine2Txt,StreetAddressType,String(length=35), Part I; Part I Column (b), Contributor information; Contributor address - Foreign; Address line 2,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,36,CntrbtrFrgnAddrss_CtyNm,/IRS990ScheduleB/ContributorInformationGrp/ContributorForeignAddress/City,,Text, Part I; Part I Column (b), Contributor information; Contributor address - Foreign; City,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,37,CntrbtrFrgnAddrss_CtyNm,/IRS990ScheduleB/ContributorInformationGrp/ContributorForeignAddress/CityNm,,Text, Part I; Part I Column (b), Contributor information; Contributor address - Foreign; City,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,38,CntrbtrFrgnAddrss_PrvncOrSttNm,/IRS990ScheduleB/ContributorInformationGrp/ContributorForeignAddress/ProvinceOrState,,Text, Part I; Part I Column (b), Contributor information; Contributor address - Foreign; Province or state,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,39,CntrbtrFrgnAddrss_PrvncOrSttNm,/IRS990ScheduleB/ContributorInformationGrp/ContributorForeignAddress/ProvinceOrStateNm,,Text, Part I; Part I Column (b), Contributor information; Contributor address - Foreign; Province or state,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,40,CntrbtrFrgnAddrss_CntryCd,/IRS990ScheduleB/ContributorInformationGrp/ContributorForeignAddress/Country,CountryType,String(length=2), Part I; Part I Column (b), Contributor information; Contributor address - Foreign; Country,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,41,CntrbtrFrgnAddrss_CntryCd,/IRS990ScheduleB/ContributorInformationGrp/ContributorForeignAddress/CountryCd,CountryType,String(length=2), Part I; Part I Column (b), Contributor information; Contributor address - Foreign; Country,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,42,CntrbtrFrgnAddrss_FrgnPstlCd,/IRS990ScheduleB/ContributorInformationGrp/ContributorForeignAddress/ForeignPostalCd,,Text, Part I; Part I Column (b), Contributor information; Contributor address - Foreign; Postal code,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_i,True,SkdBCntrbtrInfrmtn,43,CntrbtrFrgnAddrss_FrgnPstlCd,/IRS990ScheduleB/ContributorInformationGrp/ContributorForeignAddress/PostalCode,,Text, Part I; Part I Column (b), Contributor information; Contributor address - Foreign; Postal code,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_ii,True,SkdBNnCshPrprtyCntrbtn,44,CntrbtrNm,/IRS990ScheduleB/NonCashPropertyContributionGrp/ContributorNum,IntegerNNType,BigInteger, Part II; Part II Column (a), Noncash property information; Contributor number from Part I,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,True,SkdBNnCshPrprtyCntrbtn,45,NncshPrprtyDsc,/IRS990ScheduleB/NonCashPropertyContributionGrp/NoncashPropertyDesc,LineExplanationType,String(length=100), Part II; Part II Column (b), Noncash property information; Description of noncash property given,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,True,SkdBNnCshPrprtyCntrbtn,46,FrMrktVlAmt,/IRS990ScheduleB/NonCashPropertyContributionGrp/FairMarketValueAmt,USAmountNNType,BigInteger, Part II; Part II Column (c), Noncash property information; FMV (or estimate),2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,True,SkdBNnCshPrprtyCntrbtn,47,RcvdDt,/IRS990ScheduleB/NonCashPropertyContributionGrp/ReceivedDt,DateType,String(length=31), Part II; Part II Column (d), Noncash property information; Date received,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,False,skedb_part_ii,48,TtlUndr1000CntrbtnsAmt,/IRS990ScheduleB/TotalUnder1000ContributionsAmt,USAmountNNType,BigInteger, Part III," Total of contributions of $1,000 or less",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,49,ChrtblCntrbtnsDtl_CntrbtrNm,/IRS990ScheduleB/CharitableContributionsDetail/ContributorNum,IntegerNNType,BigInteger, Part III; Part III Column (a), Charitable contributions; Contributor number from Part I,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,50,ChrtblCntrbtnsDtl_GftPrpsTxt,/IRS990ScheduleB/CharitableContributionsDetail/GiftPurposeTxt,LineExplanationType,String(length=100), Part III; Part III Column (b), Charitable contributions; Purpose of gift,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,51,ChrtblCntrbtnsDtl_GftUsTxt,/IRS990ScheduleB/CharitableContributionsDetail/GiftUseTxt,LineExplanationType,String(length=100), Part III; Part III Column (c), Charitable contributions; Use of gift,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,52,ChrtblCntrbtnsDtl_HwGftIsHldDsc,/IRS990ScheduleB/CharitableContributionsDetail/HowGiftIsHeldDesc,LineExplanationType,String(length=100), Part III; Part III Column (d), Charitable contributions; Description of how gift is held,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,53,ChrtblCntrbtnsDtl_RlnOfTrnsfrrTTrnsfrTxt,/IRS990ScheduleB/CharitableContributionsDetail/RlnOfTransferorToTransfereeTxt,LineExplanationType,String(length=100), Part III; Part III Column (e), Charitable contributions; Relationship of transferor to transferee,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,54,TrnsfrNmBsnss_BsnssNmLn1Txt,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeNameBusiness/BusinessNameLine1,BusinessNameLine1Type,String(length=75), Part III; Part III Column (e), Charitable contributions; Transferee name - Business; Business name line 1,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,55,TrnsfrNmBsnss_BsnssNmLn1Txt,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeNameBusiness/BusinessNameLine1Txt,BusinessNameLine1Type,String(length=75), Part III; Part III Column (e), Charitable contributions; Transferee name - Business; Business name line 1,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,56,TrnsfrNmBsnss_BsnssNmLn2Txt,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeNameBusiness/BusinessNameLine2,BusinessNameLine2Type,String(length=75), Part III; Part III Column (e), Charitable contributions; Transferee name - Business; Business name line 2,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,57,TrnsfrNmBsnss_BsnssNmLn2Txt,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeNameBusiness/BusinessNameLine2Txt,BusinessNameLine2Type,String(length=75), Part III; Part III Column (e), Charitable contributions; Transferee name - Business; Business name line 2,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,58,ChrtblCntrbtnsDtl_TrnsfrNmIndvdl,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeNameIndividual,PersonNameType,String(length=35), Part III; Part III Column (e), Charitable contributions; Transferee name - Individual,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,59,TrnsfrUSAddrss_AddrssLn1Txt,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeUSAddress/AddressLine1,StreetAddressType,String(length=35), Part III; Part III Column (e), Charitable contributions; Transferee address - US; Address line 1,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,60,TrnsfrUSAddrss_AddrssLn1Txt,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeUSAddress/AddressLine1Txt,StreetAddressType,String(length=35), Part III; Part III Column (e), Charitable contributions; Transferee address - US; Address line 1,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,61,TrnsfrUSAddrss_AddrssLn2Txt,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeUSAddress/AddressLine2,StreetAddressType,String(length=35), Part III; Part III Column (e), Charitable contributions; Transferee address - US; Address line 2,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,62,TrnsfrUSAddrss_AddrssLn2Txt,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeUSAddress/AddressLine2Txt,StreetAddressType,String(length=35), Part III; Part III Column (e), Charitable contributions; Transferee address - US; Address line 2,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,63,TrnsfrUSAddrss_CtyNm,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeUSAddress/City,CityType,String(length=22), Part III; Part III Column (e), Charitable contributions; Transferee address - US; City,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,64,TrnsfrUSAddrss_CtyNm,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeUSAddress/CityNm,CityType,String(length=22), Part III; Part III Column (e), Charitable contributions; Transferee address - US; City,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,65,TrnsfrUSAddrss_SttAbbrvtnCd,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeUSAddress/State,StateType,String(length=2), Part III; Part III Column (e), Charitable contributions; Transferee address - US; State,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,66,TrnsfrUSAddrss_SttAbbrvtnCd,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeUSAddress/StateAbbreviationCd,StateType,String(length=2), Part III; Part III Column (e), Charitable contributions; Transferee address - US; State,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,67,TrnsfrUSAddrss_ZIPCd,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeUSAddress/ZIPCd,ZIPCodeType,String(length=15), Part III; Part III Column (e), Charitable contributions; Transferee address - US; ZIP code,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,68,TrnsfrUSAddrss_ZIPCd,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeUSAddress/ZIPCode,ZIPCodeType,String(length=15), Part III; Part III Column (e), Charitable contributions; Transferee address - US; ZIP code,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,69,TrnsfrFrgnAddrss_AddrssLn1Txt,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeForeignAddress/AddressLine1,StreetAddressType,String(length=35), Part III; Part III Column (e), Charitable contributions; Transferee address - Foreign; Address line 1,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,70,TrnsfrFrgnAddrss_AddrssLn1Txt,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeForeignAddress/AddressLine1Txt,StreetAddressType,String(length=35), Part III; Part III Column (e), Charitable contributions; Transferee address - Foreign; Address line 1,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,71,TrnsfrFrgnAddrss_AddrssLn2Txt,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeForeignAddress/AddressLine2,StreetAddressType,String(length=35), Part III; Part III Column (e), Charitable contributions; Transferee address - Foreign; Address line 2,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,72,TrnsfrFrgnAddrss_AddrssLn2Txt,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeForeignAddress/AddressLine2Txt,StreetAddressType,String(length=35), Part III; Part III Column (e), Charitable contributions; Transferee address - Foreign; Address line 2,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,73,TrnsfrFrgnAddrss_CtyNm,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeForeignAddress/City,,Text, Part III; Part III Column (e), Charitable contributions; Transferee address - Foreign; City,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,74,TrnsfrFrgnAddrss_CtyNm,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeForeignAddress/CityNm,,Text, Part III; Part III Column (e), Charitable contributions; Transferee address - Foreign; City,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,75,TrnsfrFrgnAddrss_PrvncOrSttNm,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeForeignAddress/ProvinceOrState,,Text, Part III; Part III Column (e), Charitable contributions; Transferee address - Foreign; Province or state,2013v3.0;2013v3.1;2013v4.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,76,TrnsfrFrgnAddrss_PrvncOrSttNm,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeForeignAddress/ProvinceOrStateNm,,Text, Part III; Part III Column (e), Charitable contributions; Transferee address - Foreign; Province or state,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleB,skedb_part_ii,True,SkdBChrtblCntrbtnsDtl,77,TrnsfrFrgnAddrss_CntryCd,/IRS990ScheduleB/CharitableContributionsDetail/TransfereeForeignAddress/Country,CountryType,String(length=2), Part III; Part III Column (e), Charitable contributions; Transferee address - Foreign; Country,2013v3.0;2013v3.1;2013v4.0
