xpath,versions,description
/IRS990PF/TrnsfrTrRlnWithNoncharitableEO/RelationshipsNoncharitableEOs,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[RelationshipsNoncharitableEOs] Relationships with noncharitable EOs
/IRS990PF/TrnsfrTrRlnWithNoncharitableEO/RentalOfFacilitiesEtc,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[RentalOfFacilitiesEtc] Other transactions : Rental of facilities, equipment, or other assets"
/IRS990PF/TrnsfrTrRlnWithNoncharitableEO/SalesOrExchangesOfAssets,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[SalesOrExchangesOfAssets] Other transactions : Sales or exchanges of assets with a noncharitable exempt organization
/IRS990PF/TrnsfrTrRlnWithNoncharitableEO/SharingOfFacilitiesEtc,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[SharingOfFacilitiesEtc] Other transactions : Sharing of facilities, equipment, mailing lists, other assets, or paid employees"
/IRS990PF/TrnsfrTrRlnWithNoncharitableEO/TransferSchedule/AmountInvolved,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[TransferSchedule] Transfer schedule; [AmountInvolved] Amount involved
/IRS990PF/TrnsfrTrRlnWithNoncharitableEO/TransferSchedule/DescriptionOfTransfersEtc,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[TransferSchedule] Transfer schedule; [DescriptionOfTransfersEtc] Description of transfers, transactions, and sharing arrangements"
/IRS990PF/TrnsfrTrRlnWithNoncharitableEO/TransferSchedule/LineNumber,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[TransferSchedule] Transfer schedule; [LineNumber] Line number
/IRS990PF/TrnsfrTrRlnWithNoncharitableEO/TransferSchedule/NameOfNoncharitableEO/BusinessNameLine1,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[TransferSchedule] Transfer schedule; [NameOfNoncharitableEO] Name of noncharitable exempt organization; [BusinessNameLine1] Business name line 1
/IRS990PF/TrnsfrTrRlnWithNoncharitableEO/TransferSchedule/NameOfNoncharitableEO/BusinessNameLine2,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[TransferSchedule] Transfer schedule; [NameOfNoncharitableEO] Name of noncharitable exempt organization; [BusinessNameLine2] Business name line 2
/IRS990PF/TrnsfrTrRlnWithNoncharitableEO/TrnsfrOfCashToNoncharitableEO,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[TrnsfrOfCashToNoncharitableEO] Transfers of cash to noncharitable EO
/IRS990PF/TrnsfrTrRlnWithNoncharitableEO/TrnsfrOthAssetsNoncharitableEO,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[TrnsfrOthAssetsNoncharitableEO] Transfers of other assets to noncharitable EO
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/LoansOrLoanGuaranteesInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[LoansOrLoanGuaranteesInd] Other transactions : Loans or loan guarantees
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/PerformanceOfServicesEtcInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[PerformanceOfServicesEtcInd] Other transactions : Performance of Services or membership or fundraising solicitations
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/PurchaseOfAssetsNonchrtblEOInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[PurchaseOfAssetsNonchrtblEOInd] Other transactions : Purchases of assets from a noncharitable exempt organization
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/ReimbursementArrangementsInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[ReimbursementArrangementsInd] Other transactions : Reimbursement arrangements
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/RelationshipScheduleDetail/OrganizationBusinessName/BusinessNameLine1,2013v3.0;2013v3.1;2013v4.0,[RelationshipScheduleDetail] Relationship schedule; [OrganizationBusinessName] Name of organization; [BusinessNameLine1] Business name line 1
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/RelationshipScheduleDetail/OrganizationBusinessName/BusinessNameLine1Txt,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[RelationshipScheduleDetail] Relationship schedule; [OrganizationBusinessName] Name of organization; [BusinessNameLine1Txt] Business name line 1
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/RelationshipScheduleDetail/OrganizationBusinessName/BusinessNameLine2,2013v3.0;2013v3.1;2013v4.0,[RelationshipScheduleDetail] Relationship schedule; [OrganizationBusinessName] Name of organization; [BusinessNameLine2] Business name line 2
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/RelationshipScheduleDetail/OrganizationBusinessName/BusinessNameLine2Txt,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[RelationshipScheduleDetail] Relationship schedule; [OrganizationBusinessName] Name of organization; [BusinessNameLine2Txt] Business name line 2
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/RelationshipScheduleDetail/OrganizationTypeDesc,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[RelationshipScheduleDetail] Relationship schedule; [OrganizationTypeDesc] Type of organization
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/RelationshipScheduleDetail/RelationshipDescriptionTxt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[RelationshipScheduleDetail] Relationship schedule; [RelationshipDescriptionTxt] Description of relationship
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/RelationshipsNonchrtblEOInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[RelationshipsNonchrtblEOInd] Relationships with noncharitable EOs
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/RentalOfFacilitiesOthAssetsInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[RentalOfFacilitiesOthAssetsInd] Other transactions : Rental of facilities, equipment, or other assets"
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/SalesOrExchangesOfAssetsInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[SalesOrExchangesOfAssetsInd] Other transactions : Sales or exchanges of assets with a noncharitable exempt organization
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/SharingOfFacilitiesEtcInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[SharingOfFacilitiesEtcInd] Other transactions : Sharing of facilities, equipment, mailing lists, other assets, or paid employees"
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/TransferScheduleDetail/InvolvedAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[TransferScheduleDetail] Transfer schedule; [InvolvedAmt] Amount involved
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/TransferScheduleDetail/LineNumberTxt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[TransferScheduleDetail] Transfer schedule; [LineNumberTxt] Line number
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/TransferScheduleDetail/NoncharitableExemptOrgName/BusinessNameLine1,2013v3.0;2013v3.1;2013v4.0,[TransferScheduleDetail] Transfer schedule; [NoncharitableExemptOrgName] Name of noncharitable exempt organization; [BusinessNameLine1] Business name line 1
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/TransferScheduleDetail/NoncharitableExemptOrgName/BusinessNameLine1Txt,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[TransferScheduleDetail] Transfer schedule; [NoncharitableExemptOrgName] Name of noncharitable exempt organization; [BusinessNameLine1Txt] Business name line 1
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/TransferScheduleDetail/NoncharitableExemptOrgName/BusinessNameLine2,2013v3.0;2013v3.1;2013v4.0,[TransferScheduleDetail] Transfer schedule; [NoncharitableExemptOrgName] Name of noncharitable exempt organization; [BusinessNameLine2] Business name line 2
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/TransferScheduleDetail/NoncharitableExemptOrgName/BusinessNameLine2Txt,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[TransferScheduleDetail] Transfer schedule; [NoncharitableExemptOrgName] Name of noncharitable exempt organization; [BusinessNameLine2Txt] Business name line 2
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/TransferScheduleDetail/TransfersTransAndShrArrngmDesc,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[TransferScheduleDetail] Transfer schedule; [TransfersTransAndShrArrngmDesc] Description of transfers, transactions, and sharing arrangements"
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/TrnsfrOfCashToNonchrtblEOInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[TrnsfrOfCashToNonchrtblEOInd] Transfers of cash to noncharitable EO
/IRS990PF/TrnsfrTransRlnNonchrtblEOGrp/TrnsfrOtherAssetNonchrtblEOInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[TrnsfrOtherAssetNonchrtblEOInd] Transfers of other assets to noncharitable EO
/IRS990PF/UndistributedIncome,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,
/IRS990PF/UndistributedIncome/AppliedToCurrentYear,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AppliedToCurrentYear] Applied to Current Year
/IRS990PF/UndistributedIncome/AppliedToPriorYears,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AppliedToPriorYears] Applied to Prior Years
/IRS990PF/UndistributedIncome/AppliedToYear1,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AppliedToYear1] Applied to Year 1
/IRS990PF/UndistributedIncome/DistriFromCorpus170b1EOr4942g3,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[DistriFromCorpus170b1EOr4942g3] Treated as Distribution from Corpus to Satisfy Requirements Imposed by Section 170(b)(1)(E) or 4942(g)(3)
/IRS990PF/UndistributedIncome/DistributableAmountAsAdjusted,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[DistributableAmountAsAdjusted] Distributable Amount as Adjusted
/IRS990PF/UndistributedIncome/ExcessDistriCarryoverYear1,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ExcessDistriCarryoverYear1] Excess Distributions Carryover - Year 1
/IRS990PF/UndistributedIncome/ExcessDistriCarryoverYear2,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ExcessDistriCarryoverYear2] Excess Distributions Carryover - Year 2
/IRS990PF/UndistributedIncome/ExcessDistriCarryoverYear3,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ExcessDistriCarryoverYear3] Excess Distributions Carryover - Year 3
/IRS990PF/UndistributedIncome/ExcessDistriCarryoverYear4,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ExcessDistriCarryoverYear4] Excess Distributions Carryover - Year 4
/IRS990PF/UndistributedIncome/ExcessDistriCarryoverYear5,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ExcessDistriCarryoverYear5] Excess Distributions Carryover - Year 5
/IRS990PF/UndistributedIncome/ExcessDistriCyovAppCYCorpus,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ExcessDistriCyovAppCYCorpus] Excess Distributions Carryover Applied to Current Year - Corpus
/IRS990PF/UndistributedIncome/ExcessDistriCyovAppliedCY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ExcessDistriCyovAppliedCY] Excess Distributions Carryover Applied to Current Year
/IRS990PF/UndistributedIncome/ExcessDistriCyovFromYear5,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ExcessDistriCyovFromYear5] Excess Distribution Carryover from Year 5
/IRS990PF/UndistributedIncome/ExcessDistriCyovToNextYear,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ExcessDistriCyovToNextYear] Excess Distribution Carryover to Next Year
/IRS990PF/UndistributedIncome/ExcessFromCurrentYear,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ExcessFromCurrentYear] Excess from Current Year
/IRS990PF/UndistributedIncome/ExcessFromYear1,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ExcessFromYear1] Excess from Year 1
/IRS990PF/UndistributedIncome/ExcessFromYear2,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ExcessFromYear2] Excess from Year 2
/IRS990PF/UndistributedIncome/ExcessFromYear3,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ExcessFromYear3] Excess from Year 3
/IRS990PF/UndistributedIncome/ExcessFromYear4,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ExcessFromYear4] Excess from Year 4
/IRS990PF/UndistributedIncome/PriorYear1,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[PriorYear1] Prior Year 1
/IRS990PF/UndistributedIncome/PriorYear2,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[PriorYear2] Prior Year 2
/IRS990PF/UndistributedIncome/PriorYear3,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[PriorYear3] Prior Year 3
/IRS990PF/UndistributedIncome/PriorYearDeficiencyOrTax,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[PriorYearDeficiencyOrTax] Prior Year's Deficiency or Tax
/IRS990PF/UndistributedIncome/PriorYearUndistributedIncome,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[PriorYearUndistributedIncome] Prior Year's Undistributed Income
/IRS990PF/UndistributedIncome/QualifyingDistributions,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[QualifyingDistributions] Qualifying Distributions
/IRS990PF/UndistributedIncome/RemainingDistriFromCorpus,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[RemainingDistriFromCorpus] Remaining Amount Distributed from Corpus
/IRS990PF/UndistributedIncome/TaxableAmount1,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[TaxableAmount1] Taxable Amount 1
/IRS990PF/UndistributedIncome/TaxableAmount2,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[TaxableAmount2] Taxable Amount 2
/IRS990PF/UndistributedIncome/TotalCorpus,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[TotalCorpus] Total Corpus
/IRS990PF/UndistributedIncome/TotalExcessDistriCarryover,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,
/IRS990PF/UndistributedIncome/TotalForPriorYears,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[TotalForPriorYears] Total for Prior Years
/IRS990PF/UndistributedIncome/TreatedAsDistriFromCorpus,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[TreatedAsDistriFromCorpus] Treated as Distribution from Corpus
/IRS990PF/UndistributedIncome/UndistributedIncomeCY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[UndistributedIncomeCY] Undistributed Income for Current Year
/IRS990PF/UndistributedIncome/UndistributedIncomePriorYear,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[UndistributedIncomePriorYear] Undistributed Income Prior Year
/IRS990PF/UndistributedIncomeGrp,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,
/IRS990PF/UndistributedIncomeGrp/AppliedToCurrentYearAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[AppliedToCurrentYearAmt] Applied to Current Year
/IRS990PF/UndistributedIncomeGrp/AppliedToPriorYearsAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[AppliedToPriorYearsAmt] Applied to Prior Years
/IRS990PF/UndistributedIncomeGrp/AppliedToYear1Amt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[AppliedToYear1Amt] Applied to Year 1
/IRS990PF/UndistributedIncomeGrp/CorpusDistri170b1EOr4942g3Amt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CorpusDistri170b1EOr4942g3Amt] Treated as Distribution from Corpus to Satisfy Requirements Imposed by Section 170(b)(1)(E) or 4942(g)(3)
/IRS990PF/UndistributedIncomeGrp/DistributableAsAdjustedAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[DistributableAsAdjustedAmt] Distributable Amount as Adjusted
/IRS990PF/UndistributedIncomeGrp/ExcessDistriCyovAppCYCorpusAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[ExcessDistriCyovAppCYCorpusAmt] Excess Distributions Carryover Applied to Current Year - Corpus
/IRS990PF/UndistributedIncomeGrp/ExcessDistriCyovFromYr5Amt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[ExcessDistriCyovFromYr5Amt] Excess Distribution Carryover from Year 5
