xpath,versions,line_number
/IRS990ScheduleF/PassiveForeignInvestCo,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[PassiveForeignInvestCo] Part IV Line 4
/IRS990ScheduleF/PassiveForeignInvestmestCoInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[PassiveForeignInvestmestCoInd] Part IV Line 4
/IRS990ScheduleF/SubtotalAmountSpent,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[SubtotalAmountSpent] Part I Line 3a Column (f)
/IRS990ScheduleF/SubtotalEmployeesCnt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[SubtotalEmployeesCnt] Part I Line 3a Column (c)
/IRS990ScheduleF/SubtotalNumberOfEmployees,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[SubtotalNumberOfEmployees] Part I Line 3a Column (c)
/IRS990ScheduleF/SubtotalNumberOfOffices,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[SubtotalNumberOfOffices] Part I Line 3a Column (b)
/IRS990ScheduleF/SubtotalOfficesCnt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[SubtotalOfficesCnt] Part I Line 3a Column (b)
/IRS990ScheduleF/SubtotalSpentAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[SubtotalSpentAmt] Part I Line 3a Column (f)
/IRS990ScheduleF/SupplementalInformationDetail,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,
/IRS990ScheduleF/SupplementalInformationDetail/ExplanationTxt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[ExplanationTxt] Part V
/IRS990ScheduleF/SupplementalInformationDetail/FormAndLineReferenceDesc,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[FormAndLineReferenceDesc] Part V
/IRS990ScheduleF/Total501c3OrgCnt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[Total501c3OrgCnt] Part II line 2
/IRS990ScheduleF/TotalAmountSpent,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7,[TotalAmountSpent] Part I Column (f)
/IRS990ScheduleF/TotalAmountSpent,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[TotalAmountSpent] Part I Line 3c Column (f)
/IRS990ScheduleF/TotalEmployeeCnt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[TotalEmployeeCnt] Part I Line 3c Column (c)
/IRS990ScheduleF/TotalNumberOf501c3Orgs,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[TotalNumberOf501c3Orgs] Part II line 2
/IRS990ScheduleF/TotalNumberOfEmployees,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7,[TotalNumberOfEmployees] Part I Column (c)
/IRS990ScheduleF/TotalNumberOfEmployees,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[TotalNumberOfEmployees] Part I Line 3c Column (c)
/IRS990ScheduleF/TotalNumberOfOffices,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7,[TotalNumberOfOffices] Part I Column (b)
/IRS990ScheduleF/TotalNumberOfOffices,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[TotalNumberOfOffices] Part I Line 3c Column (b)
/IRS990ScheduleF/TotalNumberOfOtherOrgs,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[TotalNumberOfOtherOrgs] Part II line 3
/IRS990ScheduleF/TotalOfficeCnt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[TotalOfficeCnt] Part I Line 3c Column (b)
/IRS990ScheduleF/TotalOtherOrgCnt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[TotalOtherOrgCnt] Part II line 3
/IRS990ScheduleF/TotalSpentAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[TotalSpentAmt] Part I Line 3c Column (f)
/IRS990ScheduleF/TransferToForeignCorp,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[TransferToForeignCorp] Part IV Line 1
/IRS990ScheduleF/TransferToForeignCorpInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[TransferToForeignCorpInd] Part IV Line 1
/IRS990ScheduleG/AddressOfGamingRecKeeperFrgn/AddressLine1,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfGamingRecKeeperFrgn] Part III Line 14
/IRS990ScheduleG/AddressOfGamingRecKeeperFrgn/AddressLine2,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfGamingRecKeeperFrgn] Part III Line 14
/IRS990ScheduleG/AddressOfGamingRecKeeperFrgn/City,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfGamingRecKeeperFrgn] Part III Line 14
/IRS990ScheduleG/AddressOfGamingRecKeeperFrgn/Country,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfGamingRecKeeperFrgn] Part III Line 14
/IRS990ScheduleG/AddressOfGamingRecKeeperFrgn/PostalCode,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfGamingRecKeeperFrgn] Part III Line 14
/IRS990ScheduleG/AddressOfGamingRecKeeperFrgn/ProvinceOrState,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfGamingRecKeeperFrgn] Part III Line 14
/IRS990ScheduleG/AddressOfGamingRecKeeperUS/AddressLine1,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfGamingRecKeeperUS] Part III Line 14
/IRS990ScheduleG/AddressOfGamingRecKeeperUS/AddressLine2,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfGamingRecKeeperUS] Part III Line 14
/IRS990ScheduleG/AddressOfGamingRecKeeperUS/City,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfGamingRecKeeperUS] Part III Line 14
/IRS990ScheduleG/AddressOfGamingRecKeeperUS/State,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfGamingRecKeeperUS] Part III Line 14
/IRS990ScheduleG/AddressOfGamingRecKeeperUS/ZIPCode,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfGamingRecKeeperUS] Part III Line 14
/IRS990ScheduleG/AddressOfThirdPartyForeign/AddressLine1,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfThirdPartyForeign] Part III Line 15c
/IRS990ScheduleG/AddressOfThirdPartyForeign/AddressLine2,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfThirdPartyForeign] Part III Line 15c
/IRS990ScheduleG/AddressOfThirdPartyForeign/City,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfThirdPartyForeign] Part III Line 15c
/IRS990ScheduleG/AddressOfThirdPartyForeign/Country,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfThirdPartyForeign] Part III Line 15c
/IRS990ScheduleG/AddressOfThirdPartyForeign/PostalCode,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfThirdPartyForeign] Part III Line 15c
/IRS990ScheduleG/AddressOfThirdPartyForeign/ProvinceOrState,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfThirdPartyForeign] Part III Line 15c
/IRS990ScheduleG/AddressOfThirdPartyUS/AddressLine1,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfThirdPartyUS] Part III Line 15c
/IRS990ScheduleG/AddressOfThirdPartyUS/AddressLine2,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfThirdPartyUS] Part III Line 15c
/IRS990ScheduleG/AddressOfThirdPartyUS/City,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfThirdPartyUS] Part III Line 15c
/IRS990ScheduleG/AddressOfThirdPartyUS/State,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfThirdPartyUS] Part III Line 15c
/IRS990ScheduleG/AddressOfThirdPartyUS/ZIPCode,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AddressOfThirdPartyUS] Part III Line 15c
/IRS990ScheduleG/AgreementRefFundraising,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AgreementRefFundraising] Part I Line 2a
/IRS990ScheduleG/AgrmtProfFundraisingActyInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[AgrmtProfFundraisingActyInd] Part I Line 2a
/IRS990ScheduleG/AllStates,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AllStates] Part I Line 3
/IRS990ScheduleG/AllStatesCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[AllStatesCd] Part I Line 3
/IRS990ScheduleG/AmountDistributed,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AmountDistributed] Part III Line 17b
/IRS990ScheduleG/AmtOfGamingRevenueRecvdByOrg,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AmtOfGamingRevenueRecvdByOrg] Part III Line 15b
/IRS990ScheduleG/AmtOfGamingRevenueRetndBy3Prty,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[AmtOfGamingRevenueRetndBy3Prty] Part III Line 15b
/IRS990ScheduleG/CharitableDistribRequired,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[CharitableDistribRequired] Part III Line 17a
/IRS990ScheduleG/CharitableDistributionRqrInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CharitableDistributionRqrInd] Part III Line 17a
/IRS990ScheduleG/CntrctWith3rdPrtyForGameRevInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CntrctWith3rdPrtyForGameRevInd] Part III Line 15a
/IRS990ScheduleG/ContractWith3rdPartyForGamRev,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ContractWith3rdPartyForGamRev] Part III Line 15a
/IRS990ScheduleG/DistributedAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[DistributedAmt] Part III Line 17b
/IRS990ScheduleG/EmailSolicitations,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EmailSolicitations] Part I Line 1
/IRS990ScheduleG/EmailSolicitationsInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[EmailSolicitationsInd] Part I Line 1
/IRS990ScheduleG/EventsInformation/CashPrizesEvent1,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EventsInformation] Part II; [CashPrizesEvent1] Line 4 Column (a)
/IRS990ScheduleG/EventsInformation/CashPrizesEvent2,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EventsInformation] Part II; [CashPrizesEvent2] Line 4 Column (b)
/IRS990ScheduleG/EventsInformation/CashPrizesOtherEvents,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EventsInformation] Part II; [CashPrizesOtherEvents] Line 4 Column (c)
/IRS990ScheduleG/EventsInformation/CashPrizesTotalEvents,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EventsInformation] Part II; [CashPrizesTotalEvents] Line 4 Column (d)
/IRS990ScheduleG/EventsInformation/CharitableContribOtherEvents,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EventsInformation] Part II; [CharitableContribOtherEvents] Line 2 Column (c)
/IRS990ScheduleG/EventsInformation/CharitableContributionsEvent1,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EventsInformation] Part II; [CharitableContributionsEvent1] Line 2 Column (a)
/IRS990ScheduleG/EventsInformation/CharitableContributionsEvent2,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EventsInformation] Part II; [CharitableContributionsEvent2] Line 2 Column (b)
/IRS990ScheduleG/EventsInformation/CharitableContributionsTotal,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EventsInformation] Part II; [CharitableContributionsTotal] Line 2 Column (d)
/IRS990ScheduleG/EventsInformation/DirectExpenseSummaryEvents,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EventsInformation] Part II; [DirectExpenseSummaryEvents] Line 10 Column (d)
/IRS990ScheduleG/EventsInformation/EntertainmentEvent1,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EventsInformation] Part II; [EntertainmentEvent1] Line 8 Column (a)
/IRS990ScheduleG/EventsInformation/EntertainmentEvent2,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EventsInformation] Part II; [EntertainmentEvent2] Line 8 Column (b)
/IRS990ScheduleG/EventsInformation/EntertainmentOtherEvents,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EventsInformation] Part II; [EntertainmentOtherEvents] Line 8 Column (c)
/IRS990ScheduleG/EventsInformation/EntertainmentTotalEvents,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EventsInformation] Part II; [EntertainmentTotalEvents] Line 8 Column (d)
/IRS990ScheduleG/EventsInformation/FoodAndBeverageEvent1,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EventsInformation] Part II; [FoodAndBeverageEvent1] Line 7 Column (a)
/IRS990ScheduleG/EventsInformation/FoodAndBeverageEvent2,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EventsInformation] Part II; [FoodAndBeverageEvent2] Line 7 Column (b)
/IRS990ScheduleG/EventsInformation/FoodAndBeverageOtherEvents,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EventsInformation] Part II; [FoodAndBeverageOtherEvents] Line 7 Column (c)
/IRS990ScheduleG/EventsInformation/FoodAndBeverageTotalEvents,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EventsInformation] Part II; [FoodAndBeverageTotalEvents] Line 7 Column (d)
/IRS990ScheduleG/EventsInformation/GrossReceiptsEvent1,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EventsInformation] Part II; [GrossReceiptsEvent1] Line 1 Column (a)
/IRS990ScheduleG/EventsInformation/GrossReceiptsEvent2,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EventsInformation] Part II; [GrossReceiptsEvent2] Line 1 Column (b)
/IRS990ScheduleG/EventsInformation/GrossReceiptsOtherEvents,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EventsInformation] Part II; [GrossReceiptsOtherEvents] Line 1 Column (c)
/IRS990ScheduleG/EventsInformation/GrossReceiptsTotal,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[EventsInformation] Part II; [GrossReceiptsTotal] Line 1 Column (d)
